job_role,seniority_level,years_experience,years_at_company,company_size,industry,work_mode,salary_usd,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score
Product Manager,Junior,5,0.1,Enterprise (5000+),Fintech,Hybrid,77435,44,7.7,22,6.4,2,21,0,0,1,5.7,5.6,2.9,4.9,7.4,2.7
Software Engineer,Principal,2,0.8,Large (1001-5000),SaaS / Cloud,Hybrid,45429,49,2.2,26,5.2,2,11,0,0,1,5.0,3.2,7.0,6.9,7.5,3.9
ML Engineer,Manager,3,1.6,Mid (201-1000),E-commerce,Hybrid,121639,49,5.1,18,4.0,5,8,0,0,1,9.0,4.1,9.0,8.8,8.6,6.7
Software Engineer,Mid,17,7.6,Startup (1-50),Enterprise Software,Hybrid,64775,43,6.9,6,6.9,6,19,0,0,1,10.0,8.0,6.4,5.2,5.1,4.8
ML Engineer,Senior,0,1.2,Mid (201-1000),Cybersecurity,Hybrid,51215,52,2.7,29,7.4,0,12,1,1,1,7.4,6.9,3.5,5.5,7.2,2.6
Frontend Developer,Manager,17,4.8,Mid (201-1000),E-commerce,Hybrid,109839,56,4.8,21,7.1,3,15,1,0,1,8.3,6.0,5.4,5.5,7.0,8.2
Product Manager,Junior,9,11.0,Large (1001-5000),Consulting,Hybrid,56403,43,5.7,10,6.0,7,26,0,0,0,5.4,4.8,3.5,3.9,5.5,7.1
Product Manager,Principal,13,2.0,Large (1001-5000),Healthcare Tech,On-site,149424,59,0.7,19,5.3,1,1,1,0,1,10.0,6.6,3.0,7.3,3.8,7.2
Data Analyst,Senior,3,10.0,Enterprise (5000+),Healthcare Tech,Hybrid,45360,43,1.2,24,7.3,3,6,0,0,1,5.3,6.4,3.1,3.0,5.9,7.3
Software Engineer,Junior,16,3.4,Small (51-200),E-commerce,Hybrid,60245,54,4.3,29,5.0,5,13,0,0,1,2.5,4.7,3.0,7.8,5.1,5.6
Software Engineer,Senior,18,1.1,Mid (201-1000),SaaS / Cloud,Remote,88400,53,3.3,15,7.9,2,15,1,1,1,6.3,4.8,8.4,7.3,6.7,5.1
ML Engineer,Lead,3,0.3,Large (1001-5000),E-commerce,Remote,125855,45,6.7,23,5.6,5,19,1,0,1,7.3,3.7,5.8,4.6,8.8,3.2
Data Scientist,Senior,6,1.8,Startup (1-50),SaaS / Cloud,On-site,135597,59,2.2,2,7.5,2,13,0,0,1,6.4,5.9,4.8,4.6,4.8,6.7
Product Manager,Mid,0,1.4,Mid (201-1000),Cybersecurity,Hybrid,112710,48,1.8,23,7.1,7,9,1,0,1,7.2,4.6,6.0,3.5,7.3,2.1
Data Scientist,Junior,9,1.4,Startup (1-50),Healthcare Tech,Hybrid,51051,39,5.0,7,8.2,3,12,1,0,1,6.9,7.1,5.1,5.2,7.0,3.7
Software Engineer,Senior,22,12.6,Mid (201-1000),E-commerce,Remote,87236,42,3.2,24,5.2,3,10,0,0,0,5.0,4.8,5.1,6.1,5.8,5.6
Data Scientist,Junior,2,0.5,Startup (1-50),SaaS / Cloud,On-site,40000,45,1.6,2,5.8,4,16,0,0,1,6.8,9.4,3.8,1.6,6.5,4.8
Data Analyst,Principal,16,3.6,Small (51-200),Healthcare Tech,Hybrid,57726,46,5.4,17,7.5,1,11,0,0,1,4.7,7.1,3.7,3.0,6.5,3.4
Data Scientist,Junior,3,0.2,Startup (1-50),SaaS / Cloud,Remote,81469,51,4.8,2,5.5,2,3,0,0,1,9.2,3.6,5.7,3.3,7.8,5.2
Full Stack Developer,Senior,22,2.2,Large (1001-5000),Gaming,Remote,40000,44,2.5,12,6.4,5,17,1,1,1,9.0,3.7,6.8,1.6,6.7,10.0
Data Scientist,Lead,10,3.0,Startup (1-50),E-commerce,On-site,129784,52,6.4,7,6.5,2,13,0,0,0,8.3,5.7,7.2,5.2,2.7,4.0
Frontend Developer,Junior,14,2.4,Enterprise (5000+),Consulting,Hybrid,40000,47,3.9,27,5.2,3,10,1,0,1,4.7,4.1,1.2,6.9,3.3,1.6
Software Engineer,Principal,8,2.6,Startup (1-50),E-commerce,Remote,44271,60,3.5,3,6.2,4,16,0,0,1,8.0,3.8,7.0,5.2,6.3,8.9
Data Analyst,Senior,16,0.4,Mid (201-1000),E-commerce,Hybrid,100621,42,4.2,17,6.8,3,18,1,0,1,2.9,7.1,5.7,4.6,5.7,5.2
QA Engineer,Mid,9,2.8,Mid (201-1000),SaaS / Cloud,Hybrid,52172,50,1.1,7,6.6,0,15,1,1,1,7.5,6.8,3.7,2.4,4.0,8.5
QA Engineer,Junior,16,1.4,Mid (201-1000),Healthcare Tech,On-site,40000,46,1.2,7,5.7,2,20,0,0,1,4.5,5.2,3.1,4.9,7.8,3.6
Cybersecurity Engineer,Senior,23,0.8,Small (51-200),SaaS / Cloud,Hybrid,112773,46,1.8,25,7.2,4,12,1,0,0,6.8,4.9,7.0,4.3,6.8,3.9
Product Manager,Mid,0,1.3,Startup (1-50),Fintech,Remote,108469,47,5.6,7,5.3,3,15,0,0,1,6.8,4.6,3.5,6.0,6.9,6.9
QA Engineer,Mid,15,2.5,Mid (201-1000),Cybersecurity,Hybrid,54805,42,3.7,22,5.3,3,5,1,0,1,8.7,8.5,2.0,6.8,5.0,6.0
ML Engineer,Senior,8,5.0,Mid (201-1000),Consulting,Hybrid,142444,43,6.5,13,6.4,3,12,1,0,1,6.0,3.2,6.5,6.6,10.0,6.2
Full Stack Developer,Junior,9,0.7,Large (1001-5000),Social Media / AdTech,Hybrid,80247,42,4.2,11,7.3,3,12,0,0,1,5.4,6.5,5.6,3.2,6.1,5.4
DevOps Engineer,Lead,3,4.6,Mid (201-1000),Consulting,Hybrid,97738,50,6.0,13,7.2,4,11,0,0,1,3.8,2.2,5.6,4.6,5.3,4.2
Product Manager,Mid,12,0.2,Large (1001-5000),E-commerce,Remote,105608,49,0.6,25,5.0,4,11,0,0,1,6.6,8.5,6.3,5.6,3.8,8.6
Cybersecurity Engineer,Mid,19,1.0,Startup (1-50),SaaS / Cloud,Remote,61737,55,2.4,6,5.4,3,17,0,0,0,2.9,6.9,3.5,9.5,6.5,5.8
Data Scientist,Junior,1,2.6,Large (1001-5000),AI / ML Startup,Remote,80488,53,2.4,26,5.7,4,14,0,0,1,1.6,3.8,3.5,3.4,7.6,5.5
Data Scientist,Mid,5,0.8,Small (51-200),E-commerce,Hybrid,74898,55,0.7,19,6.0,2,4,0,0,0,6.6,3.1,1.3,6.0,3.8,5.2
Product Manager,Mid,15,15.0,Mid (201-1000),Cybersecurity,Remote,43854,45,3.5,16,6.7,0,18,0,0,1,7.8,5.2,4.0,5.9,3.9,8.9
DevOps Engineer,Mid,3,0.6,Mid (201-1000),Fintech,Hybrid,95183,44,4.3,24,7.1,4,19,0,0,0,4.5,4.4,4.8,4.8,8.6,6.8
ML Engineer,Mid,18,2.7,Small (51-200),Gaming,Hybrid,124202,41,2.7,25,8.1,2,4,0,0,1,8.8,6.5,6.2,7.2,5.6,7.6
ML Engineer,Principal,2,1.3,Enterprise (5000+),Gaming,Hybrid,162055,51,3.3,28,7.2,1,15,1,0,1,6.4,5.1,1.7,8.6,5.7,7.8
Product Manager,Mid,17,0.1,Enterprise (5000+),Fintech,Remote,121004,46,1.8,28,7.6,0,14,0,0,1,8.3,6.6,4.7,4.7,5.2,6.8
ML Engineer,Junior,0,1.5,Small (51-200),Healthcare Tech,Hybrid,60500,46,2.2,7,6.2,0,10,0,0,1,5.7,5.1,4.4,6.3,3.5,6.9
Software Engineer,Senior,8,0.6,Large (1001-5000),SaaS / Cloud,Hybrid,128312,37,2.4,23,5.7,5,17,0,0,1,3.4,5.3,5.4,4.1,5.4,1.0
Software Engineer,Mid,21,3.9,Large (1001-5000),SaaS / Cloud,Remote,83644,52,2.7,22,7.5,3,7,1,0,1,5.3,8.1,7.8,4.0,5.6,8.5
ML Engineer,Manager,6,2.1,Small (51-200),Cybersecurity,On-site,206146,54,9.8,17,5.1,3,4,0,0,0,5.9,7.0,7.1,5.6,6.3,5.3
ML Engineer,Mid,1,0.2,Small (51-200),Social Media / AdTech,Remote,93280,43,1.8,18,6.0,7,22,1,1,0,8.8,5.7,8.5,4.9,6.6,8.2
Data Scientist,Mid,14,0.3,Startup (1-50),AI / ML Startup,On-site,110167,49,5.8,5,4.9,0,14,1,1,1,3.0,4.5,5.9,5.8,5.4,8.9
Data Scientist,Principal,2,3.5,Startup (1-50),Fintech,Hybrid,130427,46,3.1,3,5.2,1,9,0,0,1,8.0,8.7,7.0,3.0,7.2,6.1
Software Engineer,Senior,0,0.5,Startup (1-50),Fintech,Remote,121799,48,3.9,6,7.0,5,17,0,0,1,4.5,1.1,9.0,6.2,9.0,7.8
Data Analyst,Manager,12,0.3,Mid (201-1000),Consulting,Hybrid,122183,48,8.9,16,5.6,1,10,0,0,1,5.2,4.5,5.0,2.3,4.6,6.1
Full Stack Developer,Senior,0,1.4,Large (1001-5000),E-commerce,Hybrid,96632,39,2.8,13,5.2,7,12,0,0,0,6.8,2.9,6.0,2.1,4.8,6.0
ML Engineer,Mid,20,0.3,Enterprise (5000+),E-commerce,Remote,42800,45,5.7,56,6.9,4,7,0,0,1,1.6,4.3,2.9,6.0,5.4,5.0
Software Engineer,Junior,14,2.8,Small (51-200),Consulting,Remote,45895,40,7.1,25,6.8,2,18,1,0,1,6.2,6.0,3.9,7.3,6.0,5.6
Backend Developer,Mid,11,0.1,Small (51-200),Cybersecurity,Hybrid,71572,45,2.8,25,3.4,5,29,1,1,1,7.0,4.8,9.1,5.7,6.3,3.4
Data Scientist,Mid,12,4.9,Startup (1-50),E-commerce,Remote,42700,52,4.8,5,6.7,3,14,0,0,0,3.6,4.5,4.2,3.3,7.4,8.1
Software Engineer,Lead,13,2.1,Small (51-200),Gaming,Hybrid,95731,48,5.5,6,5.9,2,10,1,0,1,5.5,4.2,5.3,5.1,5.4,6.3
ML Engineer,Senior,1,7.4,Startup (1-50),Cybersecurity,On-site,40606,46,1.9,8,5.8,5,0,0,0,1,7.3,4.5,5.1,5.9,5.7,5.3
Data Analyst,Mid,2,3.1,Mid (201-1000),Enterprise Software,Hybrid,51043,43,6.5,23,7.1,0,20,0,0,1,4.5,2.6,6.8,1.0,4.9,4.6
Cybersecurity Engineer,Mid,10,0.5,Small (51-200),Enterprise Software,Remote,40000,56,2.7,19,5.4,0,11,0,0,1,5.1,5.6,2.5,6.5,6.0,5.6
Data Scientist,Junior,14,3.0,Startup (1-50),SaaS / Cloud,Hybrid,64339,35,4.1,8,7.4,3,16,1,1,1,4.3,9.3,2.5,6.3,9.0,1.4
Software Engineer,Senior,11,1.5,Startup (1-50),Healthcare Tech,Hybrid,40000,40,5.2,5,3.9,7,12,0,0,1,7.2,5.5,5.3,4.4,7.8,4.2
DevOps Engineer,Senior,17,1.0,Startup (1-50),Healthcare Tech,On-site,40000,49,5.1,4,7.2,3,9,0,0,1,8.1,4.9,2.6,6.4,6.2,2.5
Data Scientist,Manager,0,0.8,Mid (201-1000),SaaS / Cloud,Hybrid,176134,59,6.9,26,5.1,6,15,0,0,1,4.9,7.1,5.3,5.4,1.9,5.2
Full Stack Developer,Lead,7,1.4,Large (1001-5000),Cybersecurity,Hybrid,159520,53,5.9,18,5.9,4,17,0,0,1,9.1,6.4,6.0,5.8,6.4,4.3
Data Scientist,Lead,3,7.1,Startup (1-50),Healthcare Tech,On-site,159148,47,4.9,6,5.0,0,13,1,1,1,7.2,3.4,9.4,10.0,8.4,5.7
Data Analyst,Senior,5,0.9,Small (51-200),Consulting,Hybrid,40000,44,3.6,7,8.4,4,3,0,0,1,7.7,3.0,2.8,6.9,9.4,2.6
DevOps Engineer,Mid,11,3.6,Large (1001-5000),SaaS / Cloud,On-site,40000,45,5.7,7,6.9,7,19,0,0,1,5.8,4.4,2.4,4.9,6.7,4.3
Data Scientist,Senior,9,1.4,Large (1001-5000),SaaS / Cloud,On-site,98071,45,0.9,27,4.4,0,7,0,0,1,5.9,7.3,7.6,6.0,6.9,2.1
Backend Developer,Junior,0,1.1,Startup (1-50),Social Media / AdTech,Remote,46215,46,1.2,6,6.0,3,21,0,0,1,4.8,5.3,3.3,4.2,5.2,6.2
Full Stack Developer,Junior,1,0.1,Small (51-200),SaaS / Cloud,On-site,40000,36,1.4,13,6.3,1,10,1,1,1,8.3,8.0,3.5,7.1,4.1,6.6
Full Stack Developer,Principal,1,0.2,Mid (201-1000),Enterprise Software,Hybrid,178769,56,3.0,16,4.2,1,14,1,0,1,8.1,6.4,6.5,5.6,9.2,4.1
Backend Developer,Senior,14,1.7,Enterprise (5000+),E-commerce,Hybrid,95825,46,4.1,28,6.1,4,2,0,0,1,9.0,6.0,7.3,6.5,6.0,1.8
ML Engineer,Mid,16,0.3,Small (51-200),SaaS / Cloud,Hybrid,79034,48,4.5,23,6.0,6,10,1,0,1,2.7,2.1,2.6,4.3,4.3,7.9
Data Scientist,Mid,15,2.0,Large (1001-5000),Social Media / AdTech,On-site,73051,44,5.5,14,5.2,6,12,0,0,0,5.7,3.9,4.8,4.2,5.3,7.5
Data Analyst,Mid,3,1.1,Startup (1-50),Healthcare Tech,Hybrid,48892,43,3.4,4,6.6,4,7,1,1,1,7.1,3.3,5.2,5.3,9.3,2.9
Software Engineer,Lead,18,2.0,Startup (1-50),E-commerce,Remote,114204,58,4.3,7,5.5,1,16,0,0,1,4.2,6.1,9.0,4.5,8.4,3.0
DevOps Engineer,Mid,4,1.7,Large (1001-5000),Cybersecurity,On-site,40000,43,2.7,10,6.4,2,12,0,0,1,6.5,5.2,4.6,8.1,3.6,6.9
Software Engineer,Manager,5,0.8,Large (1001-5000),AI / ML Startup,On-site,44722,43,8.1,14,5.4,2,14,0,0,0,5.9,8.0,3.3,5.4,7.5,7.0
Software Engineer,Mid,9,8.5,Enterprise (5000+),Healthcare Tech,Remote,40000,52,2.3,57,5.1,3,18,0,0,1,7.4,5.9,3.6,1.3,4.3,6.0
DevOps Engineer,Manager,0,0.6,Large (1001-5000),SaaS / Cloud,On-site,114567,54,6.5,11,5.8,2,10,0,0,1,4.8,4.9,5.0,6.6,4.2,5.7
Frontend Developer,Manager,3,1.3,Mid (201-1000),Healthcare Tech,Remote,138212,47,6.1,13,6.6,1,5,1,0,1,7.8,8.5,5.6,1.8,5.8,6.0
ML Engineer,Principal,11,3.0,Large (1001-5000),E-commerce,Remote,221474,52,2.7,16,4.6,2,5,0,0,0,3.8,6.8,6.8,5.0,8.0,8.4
Backend Developer,Senior,11,0.1,Mid (201-1000),Enterprise Software,Hybrid,40000,39,4.3,15,7.0,5,14,0,0,0,8.7,3.7,2.9,4.6,8.6,7.9
Data Scientist,Junior,15,5.1,Large (1001-5000),SaaS / Cloud,Hybrid,52441,46,5.3,20,6.6,1,1,0,0,0,3.2,7.3,2.6,5.6,5.3,5.5
Full Stack Developer,Lead,9,0.7,Startup (1-50),Fintech,On-site,97282,58,6.3,5,5.6,1,26,0,0,0,9.4,4.7,4.9,7.9,5.5,7.9
Data Analyst,Manager,2,0.5,Enterprise (5000+),Enterprise Software,On-site,53495,47,7.5,20,7.4,2,10,0,0,1,1.0,8.3,3.6,4.6,5.0,6.4
Software Engineer,Manager,5,0.1,Small (51-200),AI / ML Startup,On-site,157345,53,5.8,29,6.8,0,21,0,0,1,10.0,5.2,8.8,4.1,10.0,5.1
Software Engineer,Principal,7,1.3,Large (1001-5000),Cybersecurity,Hybrid,117951,51,2.4,11,6.9,1,14,0,0,1,3.6,7.3,7.2,8.0,9.0,5.0
Data Scientist,Junior,0,2.2,Enterprise (5000+),AI / ML Startup,On-site,40000,53,4.6,30,6.1,2,11,1,1,0,9.1,2.8,4.0,6.2,6.9,1.9
Software Engineer,Senior,1,6.0,Mid (201-1000),SaaS / Cloud,Remote,79297,38,1.1,27,4.6,4,14,0,0,1,4.1,6.2,1.0,5.3,6.7,7.3
Software Engineer,Senior,19,1.8,Enterprise (5000+),AI / ML Startup,Remote,91678,38,3.2,51,5.7,0,16,0,0,1,6.9,5.2,2.5,4.3,6.3,8.1
ML Engineer,Junior,0,4.3,Large (1001-5000),E-commerce,Remote,52117,46,5.0,24,5.1,1,5,0,0,1,8.2,4.8,1.0,3.4,3.4,7.5
Cloud Engineer,Junior,6,0.1,Enterprise (5000+),SaaS / Cloud,Hybrid,77185,42,3.5,23,7.0,5,22,0,0,0,5.2,3.9,4.8,3.5,3.4,5.6
Data Scientist,Senior,0,4.5,Small (51-200),E-commerce,On-site,40000,46,4.2,16,7.3,5,18,0,0,1,1.0,5.7,5.3,5.6,6.1,5.4
Full Stack Developer,Junior,14,1.1,Mid (201-1000),Gaming,Remote,50893,39,3.5,21,6.8,0,5,0,0,0,4.9,6.2,5.9,4.0,9.1,5.8
Software Engineer,Senior,2,8.3,Startup (1-50),Enterprise Software,On-site,40000,41,2.9,2,5.9,2,26,1,0,1,9.5,2.4,4.0,9.7,4.7,8.9
Backend Developer,Senior,9,0.1,Small (51-200),Cybersecurity,Remote,104824,55,3.6,20,5.2,3,15,1,0,0,2.4,5.1,8.6,3.6,7.6,6.8
QA Engineer,Manager,0,1.0,Mid (201-1000),Consulting,On-site,40000,55,6.9,16,7.3,2,15,1,0,1,4.9,7.9,4.2,6.3,4.9,5.2
Software Engineer,Senior,6,3.5,Mid (201-1000),SaaS / Cloud,Remote,94201,55,1.4,27,4.9,2,20,0,0,1,3.3,8.0,4.6,5.8,9.0,10.0
Backend Developer,Senior,23,0.2,Mid (201-1000),Cybersecurity,On-site,81892,43,3.3,13,5.5,4,13,0,0,0,5.8,8.7,2.6,8.2,4.5,4.2
ML Engineer,Junior,16,1.4,Small (51-200),Fintech,Hybrid,51830,50,5.3,25,6.2,4,19,0,0,1,5.5,4.9,4.6,5.6,6.2,1.5
Backend Developer,Senior,19,1.7,Large (1001-5000),Fintech,Hybrid,125980,45,3.7,22,3.9,5,20,0,0,1,8.2,5.2,5.1,4.1,8.6,5.6
Cybersecurity Engineer,Mid,13,0.3,Small (51-200),Healthcare Tech,Hybrid,67608,41,1.2,28,4.9,1,4,0,0,1,5.4,2.4,7.4,3.2,4.3,4.7
Data Scientist,Lead,11,2.1,Startup (1-50),E-commerce,Remote,95361,48,6.4,6,6.7,1,18,0,0,0,5.7,3.3,2.6,5.2,5.1,3.4
Frontend Developer,Junior,7,5.4,Mid (201-1000),Healthcare Tech,On-site,57257,48,5.6,7,5.2,5,14,0,0,1,4.5,6.5,4.8,7.7,6.7,6.4
Software Engineer,Mid,5,0.5,Startup (1-50),Healthcare Tech,Hybrid,61852,41,4.2,8,7.4,7,4,0,0,1,6.8,7.7,5.0,3.9,6.7,6.8
Data Analyst,Mid,12,2.7,Large (1001-5000),Cybersecurity,Remote,53470,46,3.7,17,5.8,2,12,0,0,0,2.7,7.9,4.4,3.1,6.1,7.1
Data Analyst,Lead,9,0.5,Large (1001-5000),Healthcare Tech,Remote,84584,50,6.6,27,5.5,3,0,1,1,1,3.5,4.4,5.0,5.3,1.0,6.6
Software Engineer,Lead,15,0.1,Mid (201-1000),SaaS / Cloud,Hybrid,118090,54,5.3,7,6.3,1,8,0,0,1,5.5,6.7,4.2,10.0,4.0,5.8
Frontend Developer,Principal,11,0.3,Small (51-200),SaaS / Cloud,Hybrid,113303,51,3.0,17,5.1,1,17,1,0,0,4.6,5.0,6.6,6.3,6.1,4.9
ML Engineer,Junior,15,4.4,Large (1001-5000),Gaming,On-site,40000,50,3.6,8,7.1,2,10,0,0,1,10.0,6.4,3.8,4.1,5.8,3.8
Backend Developer,Lead,7,1.0,Large (1001-5000),Gaming,Remote,139666,50,6.3,25,5.3,3,0,1,1,1,6.3,4.4,5.3,4.7,9.8,4.1
Data Scientist,Junior,11,2.3,Large (1001-5000),SaaS / Cloud,Remote,40000,38,2.9,8,3.8,4,11,0,0,1,4.6,6.9,2.8,4.4,2.7,4.8
Data Scientist,Principal,8,0.4,Startup (1-50),Healthcare Tech,Hybrid,119228,52,2.6,7,7.8,5,15,1,0,1,9.4,6.6,4.9,4.5,3.8,4.6
Data Scientist,Senior,18,8.6,Enterprise (5000+),Consulting,Remote,129726,45,0.7,39,5.8,2,16,0,0,1,4.2,6.8,3.7,3.9,2.7,8.0
Frontend Developer,Senior,2,5.2,Enterprise (5000+),Fintech,On-site,40000,47,3.2,20,4.6,4,9,0,0,1,6.0,6.5,4.3,4.9,8.0,7.6
Cybersecurity Engineer,Junior,21,3.5,Small (51-200),Fintech,On-site,41599,39,3.8,18,5.6,1,11,1,1,1,5.2,5.7,7.6,7.9,5.8,3.5
Software Engineer,Junior,0,0.1,Small (51-200),SaaS / Cloud,Remote,77255,44,1.7,26,4.6,2,3,1,0,1,3.4,7.3,6.5,4.8,7.1,4.7
Software Engineer,Manager,9,1.3,Mid (201-1000),Fintech,Hybrid,168697,49,6.3,17,5.5,2,7,0,0,0,6.5,7.5,5.2,3.8,9.0,6.6
Cloud Engineer,Senior,16,0.7,Enterprise (5000+),Cybersecurity,Hybrid,119631,49,4.0,47,6.9,2,12,1,0,0,1.0,5.5,7.1,7.0,6.5,4.4
Data Scientist,Manager,11,4.6,Mid (201-1000),AI / ML Startup,On-site,161788,46,7.5,17,5.7,4,10,0,0,1,5.8,1.2,7.4,5.4,8.5,7.1
Frontend Developer,Lead,10,0.5,Enterprise (5000+),Cybersecurity,Remote,42806,48,6.8,53,6.2,3,14,1,0,1,9.2,5.8,2.2,7.2,6.0,6.9
QA Engineer,Mid,8,1.9,Small (51-200),Fintech,Remote,66512,45,5.2,29,4.3,4,20,0,0,1,5.4,3.2,4.9,5.7,7.2,5.8
Software Engineer,Junior,20,2.2,Small (51-200),Cybersecurity,Remote,62165,38,2.2,10,7.0,6,16,1,0,1,7.9,5.1,4.6,3.6,5.0,6.6
Software Engineer,Manager,9,2.0,Mid (201-1000),SaaS / Cloud,Remote,120664,52,6.7,25,6.0,3,8,0,0,1,5.4,5.8,6.6,6.5,5.5,8.2
ML Engineer,Senior,8,2.1,Startup (1-50),AI / ML Startup,Remote,102791,42,4.0,4,7.8,2,25,0,0,1,7.8,6.3,7.0,5.4,8.1,7.8
Software Engineer,Mid,2,3.8,Enterprise (5000+),SaaS / Cloud,Remote,85919,44,3.6,28,7.6,4,17,0,0,0,5.3,6.4,2.9,4.3,5.5,5.3
Product Manager,Lead,18,9.5,Mid (201-1000),Healthcare Tech,Remote,140138,53,8.1,29,5.8,0,11,0,0,1,6.2,6.6,8.1,4.3,8.3,8.6
ML Engineer,Junior,0,1.4,Startup (1-50),Fintech,Remote,70733,48,2.5,8,7.0,2,21,0,0,1,9.0,6.6,4.7,2.2,8.0,6.1
Backend Developer,Mid,4,0.7,Large (1001-5000),SaaS / Cloud,Hybrid,71657,50,1.4,24,5.9,5,15,0,0,1,7.0,6.5,1.4,4.6,3.1,5.7
ML Engineer,Manager,14,1.0,Enterprise (5000+),Cybersecurity,Remote,53682,49,5.5,42,6.9,5,6,1,0,1,6.9,2.7,4.1,3.0,4.3,8.4
Data Scientist,Lead,10,1.6,Mid (201-1000),Enterprise Software,Hybrid,143587,56,5.9,8,6.4,4,15,0,0,1,5.9,7.3,5.2,3.1,5.3,7.4
Frontend Developer,Manager,9,5.3,Small (51-200),Fintech,On-site,141232,44,7.4,7,8.2,3,8,1,1,1,9.0,3.9,4.1,6.7,6.8,6.9
Full Stack Developer,Manager,6,1.7,Mid (201-1000),Cybersecurity,Remote,171191,54,6.6,25,6.7,2,18,1,1,1,3.2,5.3,8.5,4.4,9.5,9.0
Data Analyst,Mid,9,4.4,Small (51-200),SaaS / Cloud,On-site,85754,48,5.9,17,5.7,2,2,0,0,1,4.9,6.3,4.8,7.7,2.2,5.2
Data Analyst,Manager,16,0.6,Mid (201-1000),Fintech,Remote,129337,45,7.4,12,5.2,0,12,0,0,1,3.1,4.2,4.6,5.9,8.7,4.4
Backend Developer,Manager,1,2.0,Small (51-200),AI / ML Startup,Remote,89125,46,9.2,25,5.5,1,15,0,0,0,6.3,3.8,7.7,5.0,10.0,9.0
Product Manager,Manager,23,3.6,Small (51-200),SaaS / Cloud,Hybrid,194039,45,9.1,18,6.8,3,15,0,0,1,7.2,2.0,3.1,9.4,5.8,6.5
Software Engineer,Junior,0,1.6,Startup (1-50),Healthcare Tech,Remote,55136,35,3.3,7,8.0,5,15,0,0,1,4.6,4.9,5.8,6.9,7.3,6.1
Full Stack Developer,Mid,4,2.8,Large (1001-5000),Fintech,Hybrid,75750,35,3.8,24,4.7,4,18,0,0,0,3.0,5.0,5.1,3.0,7.4,6.7
ML Engineer,Lead,12,2.2,Large (1001-5000),Cybersecurity,Remote,127894,52,6.4,14,3.5,2,5,0,0,1,7.6,6.7,9.6,2.7,4.6,8.9
Data Analyst,Mid,5,0.9,Startup (1-50),Gaming,Remote,40000,45,2.4,6,6.1,3,3,0,0,1,7.3,4.2,3.8,6.1,5.9,2.8
DevOps Engineer,Mid,7,7.1,Enterprise (5000+),AI / ML Startup,Hybrid,84906,48,2.0,48,5.8,3,16,1,1,0,6.8,2.6,1.9,6.4,4.5,5.8
Software Engineer,Principal,1,0.7,Mid (201-1000),SaaS / Cloud,Remote,65239,52,1.0,29,4.0,3,15,0,0,0,3.1,9.1,4.2,5.6,6.3,6.2
QA Engineer,Senior,10,5.7,Enterprise (5000+),E-commerce,Remote,71843,44,4.6,20,6.8,0,10,1,1,1,5.4,4.8,5.2,4.6,6.4,10.0
Backend Developer,Manager,1,0.9,Mid (201-1000),Fintech,On-site,97351,51,7.6,7,4.4,3,26,1,0,1,6.8,2.8,4.5,6.3,8.6,7.5
ML Engineer,Lead,18,0.2,Startup (1-50),Social Media / AdTech,Remote,109792,61,6.5,5,5.4,2,15,0,0,1,5.3,3.2,7.7,4.9,8.5,2.0
Software Engineer,Mid,20,3.4,Enterprise (5000+),SaaS / Cloud,Hybrid,80902,43,0.6,26,7.7,2,14,1,0,1,5.0,4.3,4.4,6.6,1.0,6.2
Product Manager,Manager,15,6.0,Startup (1-50),E-commerce,Hybrid,119867,54,7.8,7,5.8,3,0,0,0,1,5.8,1.0,6.8,6.1,6.8,6.9
Frontend Developer,Lead,6,2.7,Mid (201-1000),AI / ML Startup,Hybrid,46903,53,7.2,15,7.4,3,8,1,0,1,4.3,5.9,3.3,5.5,6.1,6.4
Data Analyst,Senior,12,1.0,Startup (1-50),Fintech,Hybrid,40000,49,3.1,2,7.5,3,15,0,0,1,5.3,5.4,1.5,5.7,10.0,5.1
Frontend Developer,Mid,0,1.5,Enterprise (5000+),E-commerce,Hybrid,69291,37,3.3,37,7.1,5,7,1,0,0,3.7,8.0,2.9,6.2,5.7,9.2
Cybersecurity Engineer,Mid,3,1.0,Mid (201-1000),E-commerce,On-site,64137,46,2.3,20,6.3,2,9,0,0,1,6.3,6.0,4.6,2.3,3.0,5.5
Data Scientist,Mid,9,0.2,Enterprise (5000+),Fintech,Remote,111040,48,3.4,29,7.0,2,5,0,0,1,3.5,6.6,6.5,4.6,7.4,10.0
Data Scientist,Junior,25,2.4,Startup (1-50),Enterprise Software,On-site,60504,35,5.6,2,6.7,4,8,0,0,0,7.8,6.9,1.0,8.3,8.6,7.5
DevOps Engineer,Mid,18,2.6,Mid (201-1000),Cybersecurity,Remote,40000,47,2.6,13,6.9,2,18,0,0,1,4.1,6.5,3.0,6.1,7.1,2.9
Backend Developer,Lead,4,0.9,Large (1001-5000),E-commerce,Hybrid,141879,55,5.7,6,5.7,3,11,1,0,1,6.5,6.7,4.0,5.4,6.9,4.7
Software Engineer,Senior,10,0.5,Enterprise (5000+),SaaS / Cloud,On-site,91976,53,3.0,34,6.4,5,7,0,0,0,6.2,4.1,4.8,3.0,6.0,5.5
